,_api,_json,created_at,id,id_str,text,truncated,entities,metadata,source,source_url,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,author,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,lang,extended_entities,possibly_sensitive,retweeted_status,quoted_status_id,quoted_status_id_str,quoted_status
0,<tweepy.api.API object at 0x00000206D60CF220>,"{'created_at': 'Thu Sep 24 10:25:51 +0000 2020', 'id': 1309076575019728899, 'id_str': '1309076575019728899', 'text': '@CEATtyres , what about apology letter from your employee end. your customer support team was told to me they will… https://t.co/KS2lRrsCHn', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CEATtyres', 'name': 'CEAT TYRES', 'id': 222090536, 'id_str': '222090536', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/KS2lRrsCHn', 'expanded_url': 'https://twitter.com/i/web/status/1309076575019728899', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': 1306112955541417986, 'in_reply_to_status_id_str': '1306112955541417986', 'in_reply_to_user_id': 2254940750, 'in_reply_to_user_id_str': '2254940750', 'in_reply_to_screen_name': '_TruthConnect', 'user': {'id': 2254940750, 'id_str': '2254940750', 'name': 'Shradhanand', 'screen_name': '_TruthConnect', 'location': 'India', 'description': 'Always ready to face consequences for truth.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8, 'friends_count': 1, 'listed_count': 0, 'created_at': 'Fri Dec 20 12:32:16 +0000 2013', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 32, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'ABB8C2', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",2020-09-24 10:25:51,1309076575019728899,1309076575019728899,"@CEATtyres , what about apology letter from your employee end. your customer support team was told to me they will… https://t.co/KS2lRrsCHn",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CEATtyres', 'name': 'CEAT TYRES', 'id': 222090536, 'id_str': '222090536', 'indices': [0, 10]}], 'urls': [{'url': 'https://t.co/KS2lRrsCHn', 'expanded_url': 'https://twitter.com/i/web/status/1309076575019728899', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [116, 139]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter Web App,https://mobile.twitter.com,1.306112955541418e+18,1306112955541417986,2254940750.0,2254940750,_TruthConnect,"User(_api=<tweepy.api.API object at 0x00000206D60CF220>, _json={'id': 2254940750, 'id_str': '2254940750', 'name': 'Shradhanand', 'screen_name': '_TruthConnect', 'location': 'India', 'description': 'Always ready to face consequences for truth.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8, 'friends_count': 1, 'listed_count': 0, 'created_at': 'Fri Dec 20 12:32:16 +0000 2013', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 32, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'ABB8C2', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=2254940750, id_str='2254940750', name='Shradhanand', screen_name='_TruthConnect', location='India', description='Always ready to face consequences for truth.', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=8, friends_count=1, listed_count=0, created_at=datetime.datetime(2013, 12, 20, 12, 32, 16), favourites_count=1, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=32, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='ABB8C2', profile_background_image_url='http://abs.twimg.com/images/themes/theme10/bg.gif', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme10/bg.gif', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', profile_link_color='1B95E0', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=False, has_extended_profile=True, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x00000206D60CF220>, _json={'id': 2254940750, 'id_str': '2254940750', 'name': 'Shradhanand', 'screen_name': '_TruthConnect', 'location': 'India', 'description': 'Always ready to face consequences for truth.', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 8, 'friends_count': 1, 'listed_count': 0, 'created_at': 'Fri Dec 20 12:32:16 +0000 2013', 'favourites_count': 1, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 32, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'ABB8C2', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme10/bg.gif', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', 'profile_link_color': '1B95E0', 'profile_sidebar_border_color': '000000', 'profile_sidebar_fill_color': '000000', 'profile_text_color': '000000', 'profile_use_background_image': False, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=2254940750, id_str='2254940750', name='Shradhanand', screen_name='_TruthConnect', location='India', description='Always ready to face consequences for truth.', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=8, friends_count=1, listed_count=0, created_at=datetime.datetime(2013, 12, 20, 12, 32, 16), favourites_count=1, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=32, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='ABB8C2', profile_background_image_url='http://abs.twimg.com/images/themes/theme10/bg.gif', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme10/bg.gif', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1300006334419537920/5cvH8pRz_normal.jpg', profile_link_color='1B95E0', profile_sidebar_border_color='000000', profile_sidebar_fill_color='000000', profile_text_color='000000', profile_use_background_image=False, has_extended_profile=True, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,,,False,0,0,False,False,en,,,,,,
1,<tweepy.api.API object at 0x00000206D60CF220>,"{'created_at': 'Thu Sep 24 01:38:32 +0000 2020', 'id': 1308943870374236160, 'id_str': '1308943870374236160', 'text': ""Day 40\nHow many RT's for a signed bat??\n@ImRo45 @mipaltan @CEATtyres https://t.co/oVKKwVZvvr"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ImRo45', 'name': 'Rohit Sharma', 'id': 121046433, 'id_str': '121046433', 'indices': [40, 47]}, {'screen_name': 'mipaltan', 'name': 'Mumbai Indians', 'id': 106345557, 'id_str': '106345557', 'indices': [48, 57]}, {'screen_name': 'CEATtyres', 'name': 'CEAT TYRES', 'id': 222090536, 'id_str': '222090536', 'indices': [58, 68]}], 'urls': [], 'media': [{'id': 1308943867287347200, 'id_str': '1308943867287347200', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'url': 'https://t.co/oVKKwVZvvr', 'display_url': 'pic.twitter.com/oVKKwVZvvr', 'expanded_url': 'https://twitter.com/ChiragAmritkar/status/1308943870374236160/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'small': {'w': 331, 'h': 680, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1308943867287347200, 'id_str': '1308943867287347200', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'url': 'https://t.co/oVKKwVZvvr', 'display_url': 'pic.twitter.com/oVKKwVZvvr', 'expanded_url': 'https://twitter.com/ChiragAmritkar/status/1308943870374236160/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'small': {'w': 331, 'h': 680, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1251062223608279042, 'id_str': '1251062223608279042', 'name': 'Mr. Critic 🎭', 'screen_name': 'ChiragAmritkar', 'location': 'Nohara Mansion', 'description': 'CA Aspirant | Rohit Sharma | 🐐 Messi | Mumbai Indians | FCB', 'url': 'https://t.co/Ddm7X7k2rt', 'entities': {'url': {'urls': [{'url': 'https://t.co/Ddm7X7k2rt', 'expanded_url': 'http://www.shittyaccount.in', 'display_url': 'shittyaccount.in', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1002, 'friends_count': 745, 'listed_count': 1, 'created_at': 'Fri Apr 17 08:17:43 +0000 2020', 'favourites_count': 4507, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 7130, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1251062223608279042/1597560842', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",2020-09-24 01:38:32,1308943870374236160,1308943870374236160,"Day 40
How many RT's for a signed bat??
@ImRo45 @mipaltan @CEATtyres https://t.co/oVKKwVZvvr",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ImRo45', 'name': 'Rohit Sharma', 'id': 121046433, 'id_str': '121046433', 'indices': [40, 47]}, {'screen_name': 'mipaltan', 'name': 'Mumbai Indians', 'id': 106345557, 'id_str': '106345557', 'indices': [48, 57]}, {'screen_name': 'CEATtyres', 'name': 'CEAT TYRES', 'id': 222090536, 'id_str': '222090536', 'indices': [58, 68]}], 'urls': [], 'media': [{'id': 1308943867287347200, 'id_str': '1308943867287347200', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'url': 'https://t.co/oVKKwVZvvr', 'display_url': 'pic.twitter.com/oVKKwVZvvr', 'expanded_url': 'https://twitter.com/ChiragAmritkar/status/1308943870374236160/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'small': {'w': 331, 'h': 680, 'resize': 'fit'}}}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter for Android,http://twitter.com/download/android,,,,,,"User(_api=<tweepy.api.API object at 0x00000206D60CF220>, _json={'id': 1251062223608279042, 'id_str': '1251062223608279042', 'name': 'Mr. Critic 🎭', 'screen_name': 'ChiragAmritkar', 'location': 'Nohara Mansion', 'description': 'CA Aspirant | Rohit Sharma | 🐐 Messi | Mumbai Indians | FCB', 'url': 'https://t.co/Ddm7X7k2rt', 'entities': {'url': {'urls': [{'url': 'https://t.co/Ddm7X7k2rt', 'expanded_url': 'http://www.shittyaccount.in', 'display_url': 'shittyaccount.in', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1002, 'friends_count': 745, 'listed_count': 1, 'created_at': 'Fri Apr 17 08:17:43 +0000 2020', 'favourites_count': 4507, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 7130, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1251062223608279042/1597560842', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1251062223608279042, id_str='1251062223608279042', name='Mr. Critic 🎭', screen_name='ChiragAmritkar', location='Nohara Mansion', description='CA Aspirant | Rohit Sharma | 🐐 Messi | Mumbai Indians | FCB', url='https://t.co/Ddm7X7k2rt', entities={'url': {'urls': [{'url': 'https://t.co/Ddm7X7k2rt', 'expanded_url': 'http://www.shittyaccount.in', 'display_url': 'shittyaccount.in', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=1002, friends_count=745, listed_count=1, created_at=datetime.datetime(2020, 4, 17, 8, 17, 43), favourites_count=4507, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=7130, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1251062223608279042/1597560842', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x00000206D60CF220>, _json={'id': 1251062223608279042, 'id_str': '1251062223608279042', 'name': 'Mr. Critic 🎭', 'screen_name': 'ChiragAmritkar', 'location': 'Nohara Mansion', 'description': 'CA Aspirant | Rohit Sharma | 🐐 Messi | Mumbai Indians | FCB', 'url': 'https://t.co/Ddm7X7k2rt', 'entities': {'url': {'urls': [{'url': 'https://t.co/Ddm7X7k2rt', 'expanded_url': 'http://www.shittyaccount.in', 'display_url': 'shittyaccount.in', 'indices': [0, 23]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 1002, 'friends_count': 745, 'listed_count': 1, 'created_at': 'Fri Apr 17 08:17:43 +0000 2020', 'favourites_count': 4507, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 7130, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1251062223608279042/1597560842', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1251062223608279042, id_str='1251062223608279042', name='Mr. Critic 🎭', screen_name='ChiragAmritkar', location='Nohara Mansion', description='CA Aspirant | Rohit Sharma | 🐐 Messi | Mumbai Indians | FCB', url='https://t.co/Ddm7X7k2rt', entities={'url': {'urls': [{'url': 'https://t.co/Ddm7X7k2rt', 'expanded_url': 'http://www.shittyaccount.in', 'display_url': 'shittyaccount.in', 'indices': [0, 23]}]}, 'description': {'urls': []}}, protected=False, followers_count=1002, friends_count=745, listed_count=1, created_at=datetime.datetime(2020, 4, 17, 8, 17, 43), favourites_count=4507, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=7130, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1307001978476658689/h0Wz3sIR_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1251062223608279042/1597560842', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,,,False,0,1,False,False,en,"{'media': [{'id': 1308943867287347200, 'id_str': '1308943867287347200', 'indices': [69, 92], 'media_url': 'http://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EipNgyCWoAAamw7.jpg', 'url': 'https://t.co/oVKKwVZvvr', 'display_url': 'pic.twitter.com/oVKKwVZvvr', 'expanded_url': 'https://twitter.com/ChiragAmritkar/status/1308943870374236160/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 1109, 'resize': 'fit'}, 'small': {'w': 331, 'h': 680, 'resize': 'fit'}}}]}",False,,,,
