,_api,_json,created_at,id,id_str,text,truncated,entities,metadata,source,source_url,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,author,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang,extended_entities,retweeted_status
0,<tweepy.api.API object at 0x00000288E2ECE220>,"{'created_at': 'Thu Sep 24 10:14:52 +0000 2020', 'id': 1309073810029768705, 'id_str': '1309073810029768705', 'text': '1 CABIN AND 3-4 WORKSTAIONS IN EMAAR PALM SPRING PLAZA #OfficeSpace #ForRent #GolfCourseRoad #Gurgaon #Commercial… https://t.co/7OmzZ4orPs', 'truncated': True, 'entities': {'hashtags': [{'text': 'OfficeSpace', 'indices': [55, 67]}, {'text': 'ForRent', 'indices': [68, 76]}, {'text': 'GolfCourseRoad', 'indices': [77, 92]}, {'text': 'Gurgaon', 'indices': [93, 101]}, {'text': 'Commercial', 'indices': [102, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7OmzZ4orPs', 'expanded_url': 'https://twitter.com/i/web/status/1309073810029768705', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.propertywala.com/"" rel=""nofollow"">PropertyWala.com</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 88164343, 'id_str': '88164343', 'name': 'PropertyWala.com', 'screen_name': 'propertiesindia', 'location': 'India', 'description': ""India's Premium Real Estate Network"", 'url': 'http://t.co/XRYu6tWBHE', 'entities': {'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4768, 'friends_count': 23, 'listed_count': 366, 'created_at': 'Sat Nov 07 11:03:49 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2012394, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [28.45110955, 77.09870338]}, 'coordinates': {'type': 'Point', 'coordinates': [77.09870338, 28.45110955]}, 'place': {'id': '64231a922dea526e', 'url': 'https://api.twitter.com/1.1/geo/id/64231a922dea526e.json', 'place_type': 'city', 'name': 'Gurgaon', 'full_name': 'Gurgaon, India', 'country_code': 'IN', 'country': 'India', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",2020-09-24 10:14:52,1309073810029768705,1309073810029768705,1 CABIN AND 3-4 WORKSTAIONS IN EMAAR PALM SPRING PLAZA #OfficeSpace #ForRent #GolfCourseRoad #Gurgaon #Commercial… https://t.co/7OmzZ4orPs,True,"{'hashtags': [{'text': 'OfficeSpace', 'indices': [55, 67]}, {'text': 'ForRent', 'indices': [68, 76]}, {'text': 'GolfCourseRoad', 'indices': [77, 92]}, {'text': 'Gurgaon', 'indices': [93, 101]}, {'text': 'Commercial', 'indices': [102, 113]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/7OmzZ4orPs', 'expanded_url': 'https://twitter.com/i/web/status/1309073810029768705', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [115, 138]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",PropertyWala.com,http://www.propertywala.com/,,,,,,"User(_api=<tweepy.api.API object at 0x00000288E2ECE220>, _json={'id': 88164343, 'id_str': '88164343', 'name': 'PropertyWala.com', 'screen_name': 'propertiesindia', 'location': 'India', 'description': ""India's Premium Real Estate Network"", 'url': 'http://t.co/XRYu6tWBHE', 'entities': {'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4768, 'friends_count': 23, 'listed_count': 366, 'created_at': 'Sat Nov 07 11:03:49 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2012394, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=88164343, id_str='88164343', name='PropertyWala.com', screen_name='propertiesindia', location='India', description=""India's Premium Real Estate Network"", url='http://t.co/XRYu6tWBHE', entities={'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=4768, friends_count=23, listed_count=366, created_at=datetime.datetime(2009, 11, 7, 11, 3, 49), favourites_count=0, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=2012394, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_image_url_https='https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_link_color='0084B4', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x00000288E2ECE220>, _json={'id': 88164343, 'id_str': '88164343', 'name': 'PropertyWala.com', 'screen_name': 'propertiesindia', 'location': 'India', 'description': ""India's Premium Real Estate Network"", 'url': 'http://t.co/XRYu6tWBHE', 'entities': {'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4768, 'friends_count': 23, 'listed_count': 366, 'created_at': 'Sat Nov 07 11:03:49 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2012394, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=88164343, id_str='88164343', name='PropertyWala.com', screen_name='propertiesindia', location='India', description=""India's Premium Real Estate Network"", url='http://t.co/XRYu6tWBHE', entities={'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=4768, friends_count=23, listed_count=366, created_at=datetime.datetime(2009, 11, 7, 11, 3, 49), favourites_count=0, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=2012394, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_image_url_https='https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_link_color='0084B4', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","{'type': 'Point', 'coordinates': [28.45110955, 77.09870338]}","{'type': 'Point', 'coordinates': [77.09870338, 28.45110955]}","Place(_api=<tweepy.api.API object at 0x00000288E2ECE220>, id='64231a922dea526e', url='https://api.twitter.com/1.1/geo/id/64231a922dea526e.json', place_type='city', name='Gurgaon', full_name='Gurgaon, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000288E2ECE220>, type='Polygon', coordinates=[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]), attributes={})",,False,0,0,False,False,False,en,,
1,<tweepy.api.API object at 0x00000288E2ECE220>,"{'created_at': 'Thu Sep 24 10:08:38 +0000 2020', 'id': 1309072243935383555, 'id_str': '1309072243935383555', 'text': '2-BHK in Emaar Emerald Hills, Golf Course Extension Road #2BHK #Apartment #Flat #ForRent #GolfCourseExtensionRd… https://t.co/HVmsLYy2h4', 'truncated': True, 'entities': {'hashtags': [{'text': '2BHK', 'indices': [57, 62]}, {'text': 'Apartment', 'indices': [63, 73]}, {'text': 'Flat', 'indices': [74, 79]}, {'text': 'ForRent', 'indices': [80, 88]}, {'text': 'GolfCourseExtensionRd', 'indices': [89, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HVmsLYy2h4', 'expanded_url': 'https://twitter.com/i/web/status/1309072243935383555', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""http://www.propertywala.com/"" rel=""nofollow"">PropertyWala.com</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 88164343, 'id_str': '88164343', 'name': 'PropertyWala.com', 'screen_name': 'propertiesindia', 'location': 'India', 'description': ""India's Premium Real Estate Network"", 'url': 'http://t.co/XRYu6tWBHE', 'entities': {'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4768, 'friends_count': 23, 'listed_count': 366, 'created_at': 'Sat Nov 07 11:03:49 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2012394, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': {'type': 'Point', 'coordinates': [28.412708, 77.075289]}, 'coordinates': {'type': 'Point', 'coordinates': [77.075289, 28.412708]}, 'place': {'id': '64231a922dea526e', 'url': 'https://api.twitter.com/1.1/geo/id/64231a922dea526e.json', 'place_type': 'city', 'name': 'Gurgaon', 'full_name': 'Gurgaon, India', 'country_code': 'IN', 'country': 'India', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]}, 'attributes': {}}, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",2020-09-24 10:08:38,1309072243935383555,1309072243935383555,"2-BHK in Emaar Emerald Hills, Golf Course Extension Road #2BHK #Apartment #Flat #ForRent #GolfCourseExtensionRd… https://t.co/HVmsLYy2h4",True,"{'hashtags': [{'text': '2BHK', 'indices': [57, 62]}, {'text': 'Apartment', 'indices': [63, 73]}, {'text': 'Flat', 'indices': [74, 79]}, {'text': 'ForRent', 'indices': [80, 88]}, {'text': 'GolfCourseExtensionRd', 'indices': [89, 111]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/HVmsLYy2h4', 'expanded_url': 'https://twitter.com/i/web/status/1309072243935383555', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [113, 136]}]}","{'iso_language_code': 'en', 'result_type': 'recent'}",PropertyWala.com,http://www.propertywala.com/,,,,,,"User(_api=<tweepy.api.API object at 0x00000288E2ECE220>, _json={'id': 88164343, 'id_str': '88164343', 'name': 'PropertyWala.com', 'screen_name': 'propertiesindia', 'location': 'India', 'description': ""India's Premium Real Estate Network"", 'url': 'http://t.co/XRYu6tWBHE', 'entities': {'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4768, 'friends_count': 23, 'listed_count': 366, 'created_at': 'Sat Nov 07 11:03:49 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2012394, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=88164343, id_str='88164343', name='PropertyWala.com', screen_name='propertiesindia', location='India', description=""India's Premium Real Estate Network"", url='http://t.co/XRYu6tWBHE', entities={'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=4768, friends_count=23, listed_count=366, created_at=datetime.datetime(2009, 11, 7, 11, 3, 49), favourites_count=0, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=2012394, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_image_url_https='https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_link_color='0084B4', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x00000288E2ECE220>, _json={'id': 88164343, 'id_str': '88164343', 'name': 'PropertyWala.com', 'screen_name': 'propertiesindia', 'location': 'India', 'description': ""India's Premium Real Estate Network"", 'url': 'http://t.co/XRYu6tWBHE', 'entities': {'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, 'protected': False, 'followers_count': 4768, 'friends_count': 23, 'listed_count': 366, 'created_at': 'Sat Nov 07 11:03:49 +0000 2009', 'favourites_count': 0, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2012394, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=88164343, id_str='88164343', name='PropertyWala.com', screen_name='propertiesindia', location='India', description=""India's Premium Real Estate Network"", url='http://t.co/XRYu6tWBHE', entities={'url': {'urls': [{'url': 'http://t.co/XRYu6tWBHE', 'expanded_url': 'http://www.propertywala.com', 'display_url': 'propertywala.com', 'indices': [0, 22]}]}, 'description': {'urls': []}}, protected=False, followers_count=4768, friends_count=23, listed_count=366, created_at=datetime.datetime(2009, 11, 7, 11, 3, 49), favourites_count=0, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=2012394, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_image_url_https='https://pbs.twimg.com/profile_images/556355330/propertywala_icon_64_bigger_1__normal.png', profile_link_color='0084B4', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","{'type': 'Point', 'coordinates': [28.412708, 77.075289]}","{'type': 'Point', 'coordinates': [77.075289, 28.412708]}","Place(_api=<tweepy.api.API object at 0x00000288E2ECE220>, id='64231a922dea526e', url='https://api.twitter.com/1.1/geo/id/64231a922dea526e.json', place_type='city', name='Gurgaon', full_name='Gurgaon, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000288E2ECE220>, type='Polygon', coordinates=[[[76.707671, 28.199529], [77.241711, 28.199529], [77.241711, 28.537521], [76.707671, 28.537521]]]), attributes={})",,False,0,1,False,False,False,en,,
