,_api,_json,created_at,id,id_str,text,truncated,entities,extended_entities,metadata,source,source_url,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,author,user,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,favorited,retweeted,possibly_sensitive,lang
0,<tweepy.api.API object at 0x0000022D7A2EE220>,"{'created_at': 'Tue Sep 22 08:24:06 +0000 2020', 'id': 1308321159411195904, 'id_str': '1308321159411195904', 'text': 'Shahi Enterprises Chilmapur Road Gorakhpur .\n@Syska_LED  @chilmapur @PolycabIndia @Syskaccessories @SyskaIndia https://t.co/oRVijlk7sf', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Syska_LED', 'name': 'Syska', 'id': 3001029852, 'id_str': '3001029852', 'indices': [45, 55]}, {'screen_name': 'chilmapur', 'name': 'Shahi Enterprises Chilmapur', 'id': 1092120599156178947, 'id_str': '1092120599156178947', 'indices': [57, 67]}, {'screen_name': 'PolycabIndia', 'name': 'Polycab India Limited', 'id': 800379037, 'id_str': '800379037', 'indices': [68, 81]}, {'screen_name': 'Syskaccessories', 'name': 'Syska Accessories', 'id': 848118078844043264, 'id_str': '848118078844043264', 'indices': [82, 98]}, {'screen_name': 'SyskaIndia', 'name': 'Syska Personal Care', 'id': 799970353447505925, 'id_str': '799970353447505925', 'indices': [99, 110]}], 'urls': [], 'media': [{'id': 1308320978208874496, 'id_str': '1308320978208874496', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'url': 'https://t.co/oRVijlk7sf', 'display_url': 'pic.twitter.com/oRVijlk7sf', 'expanded_url': 'https://twitter.com/Arifshahigkp/status/1308321159411195904/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 1308320978208874496, 'id_str': '1308320978208874496', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'url': 'https://t.co/oRVijlk7sf', 'display_url': 'pic.twitter.com/oRVijlk7sf', 'expanded_url': 'https://twitter.com/Arifshahigkp/status/1308321159411195904/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}, 'metadata': {'iso_language_code': 'et', 'result_type': 'recent'}, 'source': '<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 742345587031343105, 'id_str': '742345587031343105', 'name': 'Arif Shahi', 'screen_name': 'Arifshahigkp', 'location': 'Gorakhpur, India', 'description': 'Civil Student 😇\nFrom- Gorakhpur Uttar Pradesh', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 42, 'friends_count': 52, 'listed_count': 0, 'created_at': 'Mon Jun 13 13:19:14 +0000 2016', 'favourites_count': 61, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 29, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742345587031343105/1517691427', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'et'}",2020-09-22 08:24:06,1308321159411195904,1308321159411195904,"Shahi Enterprises Chilmapur Road Gorakhpur .
@Syska_LED  @chilmapur @PolycabIndia @Syskaccessories @SyskaIndia https://t.co/oRVijlk7sf",False,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Syska_LED', 'name': 'Syska', 'id': 3001029852, 'id_str': '3001029852', 'indices': [45, 55]}, {'screen_name': 'chilmapur', 'name': 'Shahi Enterprises Chilmapur', 'id': 1092120599156178947, 'id_str': '1092120599156178947', 'indices': [57, 67]}, {'screen_name': 'PolycabIndia', 'name': 'Polycab India Limited', 'id': 800379037, 'id_str': '800379037', 'indices': [68, 81]}, {'screen_name': 'Syskaccessories', 'name': 'Syska Accessories', 'id': 848118078844043264, 'id_str': '848118078844043264', 'indices': [82, 98]}, {'screen_name': 'SyskaIndia', 'name': 'Syska Personal Care', 'id': 799970353447505925, 'id_str': '799970353447505925', 'indices': [99, 110]}], 'urls': [], 'media': [{'id': 1308320978208874496, 'id_str': '1308320978208874496', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'url': 'https://t.co/oRVijlk7sf', 'display_url': 'pic.twitter.com/oRVijlk7sf', 'expanded_url': 'https://twitter.com/Arifshahigkp/status/1308321159411195904/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}","{'media': [{'id': 1308320978208874496, 'id_str': '1308320978208874496', 'indices': [111, 134], 'media_url': 'http://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EigW_3ZU4AADXt-.jpg', 'url': 'https://t.co/oRVijlk7sf', 'display_url': 'pic.twitter.com/oRVijlk7sf', 'expanded_url': 'https://twitter.com/Arifshahigkp/status/1308321159411195904/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 2048, 'h': 2048, 'resize': 'fit'}, 'medium': {'w': 1200, 'h': 1200, 'resize': 'fit'}}}]}","{'iso_language_code': 'et', 'result_type': 'recent'}",Twitter for Android,http://twitter.com/download/android,,,,,,"User(_api=<tweepy.api.API object at 0x0000022D7A2EE220>, _json={'id': 742345587031343105, 'id_str': '742345587031343105', 'name': 'Arif Shahi', 'screen_name': 'Arifshahigkp', 'location': 'Gorakhpur, India', 'description': 'Civil Student 😇\nFrom- Gorakhpur Uttar Pradesh', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 42, 'friends_count': 52, 'listed_count': 0, 'created_at': 'Mon Jun 13 13:19:14 +0000 2016', 'favourites_count': 61, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 29, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742345587031343105/1517691427', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=742345587031343105, id_str='742345587031343105', name='Arif Shahi', screen_name='Arifshahigkp', location='Gorakhpur, India', description='Civil Student 😇\nFrom- Gorakhpur Uttar Pradesh', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=42, friends_count=52, listed_count=0, created_at=datetime.datetime(2016, 6, 13, 13, 19, 14), favourites_count=61, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=29, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/742345587031343105/1517691427', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x0000022D7A2EE220>, _json={'id': 742345587031343105, 'id_str': '742345587031343105', 'name': 'Arif Shahi', 'screen_name': 'Arifshahigkp', 'location': 'Gorakhpur, India', 'description': 'Civil Student 😇\nFrom- Gorakhpur Uttar Pradesh', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 42, 'friends_count': 52, 'listed_count': 0, 'created_at': 'Mon Jun 13 13:19:14 +0000 2016', 'favourites_count': 61, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 29, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/742345587031343105/1517691427', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=742345587031343105, id_str='742345587031343105', name='Arif Shahi', screen_name='Arifshahigkp', location='Gorakhpur, India', description='Civil Student 😇\nFrom- Gorakhpur Uttar Pradesh', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=42, friends_count=52, listed_count=0, created_at=datetime.datetime(2016, 6, 13, 13, 19, 14), favourites_count=61, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=29, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/848573851902500865/XFe9BGLG_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/742345587031343105/1517691427', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,,,False,0,1,False,False,False,et
1,<tweepy.api.API object at 0x0000022D7A2EE220>,"{'created_at': 'Sat Sep 19 09:37:08 +0000 2020', 'id': 1307252373463547904, 'id_str': '1307252373463547904', 'text': 'Wonderful service from @PolycabIndia . Raised the complaint via call 4 days ago, service guy came today and resolve… https://t.co/xCn1Conp7e', 'truncated': True, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PolycabIndia', 'name': 'Polycab India Limited', 'id': 800379037, 'id_str': '800379037', 'indices': [23, 36]}], 'urls': [{'url': 'https://t.co/xCn1Conp7e', 'expanded_url': 'https://twitter.com/i/web/status/1307252373463547904', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}, 'metadata': {'iso_language_code': 'en', 'result_type': 'recent'}, 'source': '<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'user': {'id': 1260144885144801280, 'id_str': '1260144885144801280', 'name': '..', 'screen_name': 'AmateurNiveshak', 'location': 'India', 'description': '💸 💰', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2, 'friends_count': 55, 'listed_count': 0, 'created_at': 'Tue May 12 09:48:56 +0000 2020', 'favourites_count': 971, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 748, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 0, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",2020-09-19 09:37:08,1307252373463547904,1307252373463547904,"Wonderful service from @PolycabIndia . Raised the complaint via call 4 days ago, service guy came today and resolve… https://t.co/xCn1Conp7e",True,"{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'PolycabIndia', 'name': 'Polycab India Limited', 'id': 800379037, 'id_str': '800379037', 'indices': [23, 36]}], 'urls': [{'url': 'https://t.co/xCn1Conp7e', 'expanded_url': 'https://twitter.com/i/web/status/1307252373463547904', 'display_url': 'twitter.com/i/web/status/1…', 'indices': [117, 140]}]}",,"{'iso_language_code': 'en', 'result_type': 'recent'}",Twitter Web App,https://mobile.twitter.com,,,,,,"User(_api=<tweepy.api.API object at 0x0000022D7A2EE220>, _json={'id': 1260144885144801280, 'id_str': '1260144885144801280', 'name': '..', 'screen_name': 'AmateurNiveshak', 'location': 'India', 'description': '💸 💰', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2, 'friends_count': 55, 'listed_count': 0, 'created_at': 'Tue May 12 09:48:56 +0000 2020', 'favourites_count': 971, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 748, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1260144885144801280, id_str='1260144885144801280', name='..', screen_name='AmateurNiveshak', location='India', description='💸 💰', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=2, friends_count=55, listed_count=0, created_at=datetime.datetime(2020, 5, 12, 9, 48, 56), favourites_count=971, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=748, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')","User(_api=<tweepy.api.API object at 0x0000022D7A2EE220>, _json={'id': 1260144885144801280, 'id_str': '1260144885144801280', 'name': '..', 'screen_name': 'AmateurNiveshak', 'location': 'India', 'description': '💸 💰', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 2, 'friends_count': 55, 'listed_count': 0, 'created_at': 'Tue May 12 09:48:56 +0000 2020', 'favourites_count': 971, 'utc_offset': None, 'time_zone': None, 'geo_enabled': False, 'verified': False, 'statuses_count': 748, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': False, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none'}, id=1260144885144801280, id_str='1260144885144801280', name='..', screen_name='AmateurNiveshak', location='India', description='💸 💰', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=2, friends_count=55, listed_count=0, created_at=datetime.datetime(2020, 5, 12, 9, 48, 56), favourites_count=971, utc_offset=None, time_zone=None, geo_enabled=False, verified=False, statuses_count=748, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1297206864170504192/LqrxVLpQ_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=False, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none')",,,,,False,0,0,False,False,,en
